Geometric mean of N = 30 runs.
Benchmarked on Tigerlake: https://ark.intel.com/content/www/us/en/ark/products/208921/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz-with-ipu.html

Aggregate Geometric Mean of New / Old: 0.7552309594785345

Results For: memrchr
 len, align,  pos, seek_char, invert_pos,  New / Old
 256,     0,    7,         0,          0,      0.774
 256,     7,    7,        23,          0,      0.802
 256,     7,    7,         0,          0,      0.798
 192,     1,   32,        23,          0,       0.62
 192,     1,   32,         0,          0,       0.62
 256,     1,   32,        23,          0,      0.787
 256,     1,   32,         0,          0,      0.786
 512,     1,   32,        23,          0,      0.819
 512,     1,   32,         0,          0,      0.822
 256,  4081,   32,        23,          0,      0.731
 192,     2,   64,        23,          0,      0.852
 192,     2,   64,         0,          0,      0.852
 512,     2,   64,        23,          0,      0.883
 512,     2,   64,         0,          0,      0.883
 256,  4081,   64,        23,          0,      0.646
 192,     3,   96,        23,          0,      0.847
 192,     3,   96,         0,          0,      0.847
 256,     3,   96,        23,          0,      0.782
 256,     3,   96,         0,          0,      0.782
 512,     3,   96,        23,          0,      0.933
 512,     3,   96,         0,          0,      0.932
 256,  4081,   96,        23,          0,      0.615
 192,     4,  128,        23,          0,      0.836
 192,     4,  128,         0,          0,      0.836
 256,     4,  128,        23,          0,      0.852
 256,     4,  128,         0,          0,      0.853
 512,     4,  128,        23,          0,       0.96
 512,     4,  128,         0,          0,      0.961
 256,  4081,  128,        23,          0,      0.863
 192,     5,  160,        23,          0,      1.166
 192,     5,  160,         0,          0,      1.167
 256,     5,  160,        23,          0,      0.847
 256,     5,  160,         0,          0,      0.847
 512,     5,  160,        23,          0,      0.949
 512,     5,  160,         0,          0,       0.95
 256,  4081,  160,        23,          0,      0.879
 192,     6,  192,        23,          0,      0.696
 192,     6,  192,         0,          0,      0.695
 256,     6,  192,        23,          0,      0.836
 256,     6,  192,         0,          0,      0.836
 512,     6,  192,        23,          0,      0.936
 512,     6,  192,         0,          0,      0.935
 256,  4081,  192,        23,          0,      0.874
 192,     7,  224,        23,          0,      0.697
 192,     7,  224,         0,          0,      0.696
 256,     7,  224,        23,          0,      1.167
 256,     7,  224,         0,          0,      1.167
 512,     7,  224,        23,          0,       0.95
 512,     7,  224,         0,          0,      0.952
 256,  4081,  224,        23,          0,      1.167
   2,     0,    1,        23,          0,      0.874
   2,     0,    1,         0,          0,      0.875
   2,     1,    1,        23,          0,      0.796
   2,     1,    1,         0,          0,      0.796
   0,     0,    1,        23,          0,      0.857
   0,     0,    1,         0,          0,      0.857
   0,     1,    1,        23,          0,      0.857
   0,     1,    1,         0,          0,      0.857
   2,  2048,    1,        23,          0,       0.64
   2,  2048,    1,         0,          0,       0.64
   2,  2049,    1,        23,          0,      0.582
   2,  2049,    1,         0,          0,      0.582
   0,  2048,    1,        23,          0,      0.856
   0,  2048,    1,         0,          0,      0.856
   0,  2049,    1,        23,          0,      0.857
   0,  2049,    1,         0,          0,      0.857
   0,  4081,    1,        23,          0,      0.857
   0,  4081,    1,         0,          0,      0.857
   2,  4081,    1,        23,          0,      0.568
   2,  4081,    1,         0,          0,      0.568
   2,     0,    2,         0,          0,      0.874
   3,     0,    2,        23,          0,      0.875
   3,     0,    2,         0,          0,      0.875
   3,     2,    2,        23,          0,      0.796
   3,     2,    2,         0,          0,      0.796
   1,     0,    2,        23,          0,      0.875
   1,     0,    2,         0,          0,      0.875
   1,     2,    2,        23,          0,      0.875
   1,     2,    2,         0,          0,      0.875
   3,  2048,    2,        23,          0,       0.64
   3,  2048,    2,         0,          0,       0.64
   3,  2050,    2,        23,          0,      0.582
   3,  2050,    2,         0,          0,      0.582
   1,  2048,    2,        23,          0,       0.75
   1,  2048,    2,         0,          0,      0.751
   1,  2050,    2,        23,          0,      0.688
   1,  2050,    2,         0,          0,       0.71
   1,  4081,    2,        23,          0,      0.714
   1,  4081,    2,         0,          0,      0.726
   3,  4081,    2,        23,          0,      0.567
   3,  4081,    2,         0,          0,      0.567
   3,     0,    1,        23,          0,      0.874
   4,     0,    3,        23,          0,      0.875
   4,     0,    3,         0,          0,      0.875
   4,     3,    3,        23,          0,      0.793
   4,     3,    3,         0,          0,      0.795
   2,     0,    3,        23,          0,      0.875
   2,     0,    3,         0,          0,      0.875
   2,     3,    3,        23,          0,      0.779
   2,     3,    3,         0,          0,      0.822
   4,  2048,    3,        23,          0,      0.641
   4,  2048,    3,         0,          0,      0.639
   4,  2051,    3,        23,          0,       0.58
   4,  2051,    3,         0,          0,      0.581
   2,  2048,    3,        23,          0,      0.753
   2,  2048,    3,         0,          0,      0.752
   2,  2051,    3,        23,          0,      0.693
   2,  2051,    3,         0,          0,       0.72
   2,  4081,    3,        23,          0,      0.715
   2,  4081,    3,         0,          0,      0.731
   4,  4081,    3,        23,          0,      0.565
   4,  4081,    3,         0,          0,      0.565
   4,     0,    1,        23,          0,      0.878
   4,     0,    2,         0,          0,      0.876
   5,     0,    4,        23,          0,      0.877
   5,     0,    4,         0,          0,       0.88
   5,     4,    4,        23,          0,      0.794
   5,     4,    4,         0,          0,      0.796
   3,     0,    4,        23,          0,      0.877
   3,     0,    4,         0,          0,      0.876
   3,     4,    4,        23,          0,      0.785
   3,     4,    4,         0,          0,      0.796
   5,  2048,    4,        23,          0,      0.639
   5,  2048,    4,         0,          0,      0.641
   5,  2052,    4,        23,          0,      0.582
   5,  2052,    4,         0,          0,      0.579
   3,  2048,    4,        23,          0,      0.749
   3,  2048,    4,         0,          0,      0.751
   3,  2052,    4,        23,          0,      0.689
   3,  2052,    4,         0,          0,      0.706
   3,  4081,    4,        23,          0,      0.732
   3,  4081,    4,         0,          0,      0.724
   5,  4081,    4,        23,          0,      0.566
   5,  4081,    4,         0,          0,      0.566
   5,     0,    1,        23,          0,      0.876
   5,     0,    2,         0,          0,      0.876
   6,     0,    5,        23,          0,      0.877
   6,     0,    5,         0,          0,      0.881
   6,     5,    5,        23,          0,      0.797
   6,     5,    5,         0,          0,      0.795
   4,     0,    5,        23,          0,      0.876
   4,     0,    5,         0,          0,      0.877
   4,     5,    5,        23,          0,      0.769
   4,     5,    5,         0,          0,      0.787
   6,  2048,    5,        23,          0,      0.642
   6,  2048,    5,         0,          0,      0.641
   6,  2053,    5,        23,          0,      0.579
   6,  2053,    5,         0,          0,      0.578
   4,  2048,    5,        23,          0,       0.75
   4,  2048,    5,         0,          0,       0.75
   4,  2053,    5,        23,          0,      0.684
   4,  2053,    5,         0,          0,      0.703
   4,  4081,    5,        23,          0,      0.725
   4,  4081,    5,         0,          0,      0.733
   6,  4081,    5,        23,          0,      0.565
   6,  4081,    5,         0,          0,      0.566
   6,     0,    1,        23,          0,      0.876
   6,     0,    2,         0,          0,      0.877
   7,     0,    6,        23,          0,      0.876
   7,     0,    6,         0,          0,       0.88
   7,     6,    6,        23,          0,      0.792
   7,     6,    6,         0,          0,       0.79
   5,     0,    6,        23,          0,      0.875
   5,     0,    6,         0,          0,      0.875
   5,     6,    6,        23,          0,      0.806
   5,     6,    6,         0,          0,      0.833
   7,  2048,    6,        23,          0,       0.64
   7,  2048,    6,         0,          0,      0.638
   7,  2054,    6,        23,          0,      0.578
   7,  2054,    6,         0,          0,      0.579
   5,  2048,    6,        23,          0,       0.75
   5,  2048,    6,         0,          0,       0.75
   5,  2054,    6,        23,          0,       0.68
   5,  2054,    6,         0,          0,      0.706
   5,  4081,    6,        23,          0,       0.71
   5,  4081,    6,         0,          0,      0.708
   7,  4081,    6,        23,          0,      0.565
   7,  4081,    6,         0,          0,      0.562
   7,     0,    1,        23,          0,      0.872
   7,     0,    2,         0,          0,      0.875
   8,     0,    7,        23,          0,      0.875
   8,     0,    7,         0,          0,      0.877
   8,     7,    7,        23,          0,       0.79
   8,     7,    7,         0,          0,      0.791
   6,     0,    7,        23,          0,      0.875
   6,     0,    7,         0,          0,       0.88
   6,     7,    7,        23,          0,       0.77
   6,     7,    7,         0,          0,       0.79
   8,  2048,    7,        23,          0,      0.642
   8,  2048,    7,         0,          0,      0.643
   8,  2055,    7,        23,          0,      0.577
   8,  2055,    7,         0,          0,      0.578
   6,  2048,    7,        23,          0,       0.75
   6,  2048,    7,         0,          0,      0.753
   6,  2055,    7,        23,          0,      0.668
   6,  2055,    7,         0,          0,      0.674
   6,  4081,    7,        23,          0,      0.724
   6,  4081,    7,         0,          0,      0.714
   8,  4081,    7,        23,          0,      0.565
   8,  4081,    7,         0,          0,      0.567
   8,     0,    1,        23,          0,      0.876
   8,     0,    2,         0,          0,      0.877
   9,     0,    8,        23,          0,      0.875
   9,     0,    8,         0,          0,      0.877
   9,     8,    8,        23,          0,      0.792
   9,     8,    8,         0,          0,       0.79
   7,     0,    8,        23,          0,      0.875
   7,     0,    8,         0,          0,      0.875
   7,     8,    8,        23,          0,      0.788
   7,     8,    8,         0,          0,      0.795
   9,  2048,    8,        23,          0,      0.639
   9,  2048,    8,         0,          0,      0.641
   9,  2056,    8,        23,          0,       0.58
   9,  2056,    8,         0,          0,      0.581
   7,  2048,    8,        23,          0,      0.751
   7,  2048,    8,         0,          0,      0.754
   7,  2056,    8,        23,          0,      0.668
   7,  2056,    8,         0,          0,      0.682
   7,  4081,    8,        23,          0,      0.691
   7,  4081,    8,         0,          0,      0.684
   9,  4081,    8,        23,          0,      0.562
   9,  4081,    8,         0,          0,      0.564
   9,     0,    1,        23,          0,      0.874
   9,     0,    2,         0,          0,      0.875
  10,     0,    9,        23,          0,      0.878
  10,     0,    9,         0,          0,      0.878
  10,     9,    9,        23,          0,      0.793
  10,     9,    9,         0,          0,      0.795
   8,     0,    9,        23,          0,      0.875
   8,     0,    9,         0,          0,      0.876
   8,     9,    9,        23,          0,      0.788
   8,     9,    9,         0,          0,      0.792
  10,  2048,    9,        23,          0,      0.641
  10,  2048,    9,         0,          0,      0.639
  10,  2057,    9,        23,          0,      0.579
  10,  2057,    9,         0,          0,      0.582
   8,  2048,    9,        23,          0,       0.75
   8,  2048,    9,         0,          0,      0.751
   8,  2057,    9,        23,          0,      0.693
   8,  2057,    9,         0,          0,      0.701
   8,  4081,    9,        23,          0,      0.726
   8,  4081,    9,         0,          0,      0.725
  10,  4081,    9,        23,          0,      0.564
  10,  4081,    9,         0,          0,      0.567
  10,     0,    1,        23,          0,      0.874
  10,     0,    2,         0,          0,      0.877
  11,     0,   10,        23,          0,      0.877
  11,     0,   10,         0,          0,      0.876
  11,    10,   10,        23,          0,      0.795
  11,    10,   10,         0,          0,      0.796
   9,     0,   10,        23,          0,      0.876
   9,     0,   10,         0,          0,      0.875
   9,    10,   10,        23,          0,      0.792
   9,    10,   10,         0,          0,      0.827
  11,  2048,   10,        23,          0,       0.64
  11,  2048,   10,         0,          0,      0.639
  11,  2058,   10,        23,          0,      0.581
  11,  2058,   10,         0,          0,      0.577
   9,  2048,   10,        23,          0,      0.751
   9,  2048,   10,         0,          0,      0.749
   9,  2058,   10,        23,          0,      0.703
   9,  2058,   10,         0,          0,       0.71
   9,  4081,   10,        23,          0,      0.709
   9,  4081,   10,         0,          0,      0.725
  11,  4081,   10,        23,          0,      0.565
  11,  4081,   10,         0,          0,      0.566
  11,     0,    1,        23,          0,      0.875
  11,     0,    2,         0,          0,      0.876
  12,     0,   11,        23,          0,      0.874
  12,     0,   11,         0,          0,      0.875
  12,    11,   11,        23,          0,      0.793
  12,    11,   11,         0,          0,      0.791
  10,     0,   11,        23,          0,      0.876
  10,     0,   11,         0,          0,      0.875
  10,    11,   11,        23,          0,      0.789
  10,    11,   11,         0,          0,      0.792
  12,  2048,   11,        23,          0,      0.639
  12,  2048,   11,         0,          0,      0.639
  12,  2059,   11,        23,          0,      0.578
  12,  2059,   11,         0,          0,       0.58
  10,  2048,   11,        23,          0,       0.75
  10,  2048,   11,         0,          0,       0.75
  10,  2059,   11,        23,          0,      0.685
  10,  2059,   11,         0,          0,      0.707
  10,  4081,   11,        23,          0,        0.7
  10,  4081,   11,         0,          0,      0.716
  12,  4081,   11,        23,          0,      0.565
  12,  4081,   11,         0,          0,      0.562
  12,     0,    1,        23,          0,      0.875
  12,     0,    2,         0,          0,      0.876
  13,     0,   12,        23,          0,      0.875
  13,     0,   12,         0,          0,      0.875
  13,    12,   12,        23,          0,      0.794
  13,    12,   12,         0,          0,      0.794
  11,     0,   12,        23,          0,      0.875
  11,     0,   12,         0,          0,      0.874
  11,    12,   12,        23,          0,       0.81
  11,    12,   12,         0,          0,      0.801
  13,  2048,   12,        23,          0,       0.64
  13,  2048,   12,         0,          0,      0.639
  13,  2060,   12,        23,          0,      0.578
  13,  2060,   12,         0,          0,      0.578
  11,  2048,   12,        23,          0,       0.75
  11,  2048,   12,         0,          0,       0.75
  11,  2060,   12,        23,          0,      0.694
  11,  2060,   12,         0,          0,      0.701
  11,  4081,   12,        23,          0,      0.702
  11,  4081,   12,         0,          0,      0.714
  13,  4081,   12,        23,          0,      0.563
  13,  4081,   12,         0,          0,      0.566
  13,     0,    1,        23,          0,      0.875
  13,     0,    2,         0,          0,      0.874
  14,     0,   13,        23,          0,      0.874
  14,     0,   13,         0,          0,      0.876
  14,    13,   13,        23,          0,      0.794
  14,    13,   13,         0,          0,      0.792
  12,     0,   13,        23,          0,      0.875
  12,     0,   13,         0,          0,      0.875
  12,    13,   13,        23,          0,      0.801
  12,    13,   13,         0,          0,      0.817
  14,  2048,   13,        23,          0,      0.639
  14,  2048,   13,         0,          0,      0.639
  14,  2061,   13,        23,          0,      0.579
  14,  2061,   13,         0,          0,      0.577
  12,  2048,   13,        23,          0,       0.75
  12,  2048,   13,         0,          0,      0.751
  12,  2061,   13,        23,          0,      0.663
  12,  2061,   13,         0,          0,      0.677
  12,  4081,   13,        23,          0,      0.703
  12,  4081,   13,         0,          0,      0.724
  14,  4081,   13,        23,          0,      0.565
  14,  4081,   13,         0,          0,      0.564
  14,     0,    1,        23,          0,      0.876
  14,     0,    2,         0,          0,      0.876
  15,     0,   14,        23,          0,      0.875
  15,     0,   14,         0,          0,      0.875
  15,    14,   14,        23,          0,      0.789
  15,    14,   14,         0,          0,      0.792
  13,     0,   14,        23,          0,      0.876
  13,     0,   14,         0,          0,      0.876
  13,    14,   14,        23,          0,      0.768
  13,    14,   14,         0,          0,      0.789
  15,  2048,   14,        23,          0,       0.64
  15,  2048,   14,         0,          0,       0.64
  15,  2062,   14,        23,          0,      0.579
  15,  2062,   14,         0,          0,      0.582
  13,  2048,   14,        23,          0,       0.75
  13,  2048,   14,         0,          0,       0.75
  13,  2062,   14,        23,          0,      0.668
  13,  2062,   14,         0,          0,      0.681
  13,  4081,   14,        23,          0,      0.694
  13,  4081,   14,         0,          0,      0.699
  15,  4081,   14,        23,          0,      0.565
  15,  4081,   14,         0,          0,      0.565
  15,     0,    1,        23,          0,      0.875
  15,     0,    2,         0,          0,      0.875
  16,     0,   15,        23,          0,      0.875
  16,     0,   15,         0,          0,      0.875
  16,    15,   15,        23,          0,      0.793
  16,    15,   15,         0,          0,       0.79
  14,     0,   15,        23,          0,      0.875
  14,     0,   15,         0,          0,      0.875
  14,    15,   15,        23,          0,      0.758
  14,    15,   15,         0,          0,      0.776
  16,  2048,   15,        23,          0,       0.64
  16,  2048,   15,         0,          0,       0.64
  16,  2063,   15,        23,          0,      0.578
  16,  2063,   15,         0,          0,      0.579
  14,  2048,   15,        23,          0,       0.75
  14,  2048,   15,         0,          0,       0.75
  14,  2063,   15,        23,          0,      0.661
  14,  2063,   15,         0,          0,      0.678
  14,  4081,   15,        23,          0,      0.688
  14,  4081,   15,         0,          0,      0.706
  16,  4081,   15,        23,          0,      0.887
  16,  4081,   15,         0,          0,      0.888
  16,     0,    1,        23,          0,      0.874
  16,     0,    2,         0,          0,      0.874
  17,     0,   16,        23,          0,      0.875
  17,     0,   16,         0,          0,      0.874
  17,    16,   16,        23,          0,      0.556
  17,    16,   16,         0,          0,      0.556
  15,     0,   16,        23,          0,      0.875
  15,     0,   16,         0,          0,      0.875
  15,    16,   16,        23,          0,      0.811
  15,    16,   16,         0,          0,      0.813
  17,  2048,   16,        23,          0,       0.64
  17,  2048,   16,         0,          0,       0.64
  17,  2064,   16,        23,          0,      0.556
  17,  2064,   16,         0,          0,      0.556
  15,  2048,   16,        23,          0,       0.75
  15,  2048,   16,         0,          0,       0.75
  15,  2064,   16,        23,          0,      0.693
  15,  2064,   16,         0,          0,      0.694
  15,  4081,   16,        23,          0,      0.709
  15,  4081,   16,         0,          0,      0.709
  17,  4081,   16,        23,          0,      0.889
  17,  4081,   16,         0,          0,      0.889
  17,     0,    1,        23,          0,      0.875
  17,     0,    2,         0,          0,      0.875
  18,     0,   17,        23,          0,      0.875
  18,     0,   17,         0,          0,      0.875
  18,    17,   17,        23,          0,      0.556
  18,    17,   17,         0,          0,      0.556
  16,     0,   17,        23,          0,      0.875
  16,     0,   17,         0,          0,      0.875
  16,    17,   17,        23,          0,      0.666
  16,    17,   17,         0,          0,      0.666
  18,  2048,   17,        23,          0,       0.64
  18,  2048,   17,         0,          0,       0.64
  18,  2065,   17,        23,          0,      0.556
  18,  2065,   17,         0,          0,      0.556
  16,  2048,   17,        23,          0,       0.75
  16,  2048,   17,         0,          0,       0.75
  16,  2065,   17,        23,          0,      0.666
  16,  2065,   17,         0,          0,      0.659
  16,  4081,   17,        23,          0,      0.999
  16,  4081,   17,         0,          0,      0.999
  18,  4081,   17,        23,          0,      0.889
  18,  4081,   17,         0,          0,      0.889
  18,     0,    1,        23,          0,      0.875
  18,     0,    2,         0,          0,      0.875
  19,     0,   18,        23,          0,      0.875
  19,     0,   18,         0,          0,      0.875
  19,    18,   18,        23,          0,      0.556
  19,    18,   18,         0,          0,      0.556
  17,     0,   18,        23,          0,      0.875
  17,     0,   18,         0,          0,      0.875
  17,    18,   18,        23,          0,      0.662
  17,    18,   18,         0,          0,      0.666
  19,  2048,   18,        23,          0,       0.64
  19,  2048,   18,         0,          0,       0.64
  19,  2066,   18,        23,          0,      0.556
  19,  2066,   18,         0,          0,      0.556
  17,  2048,   18,        23,          0,       0.75
  17,  2048,   18,         0,          0,       0.75
  17,  2066,   18,        23,          0,      0.656
  17,  2066,   18,         0,          0,      0.666
  17,  4081,   18,        23,          0,      0.973
  17,  4081,   18,         0,          0,      0.999
  19,  4081,   18,        23,          0,      0.889
  19,  4081,   18,         0,          0,      0.889
  19,     0,    1,        23,          0,      0.875
  19,     0,    2,         0,          0,      0.875
  20,     0,   19,        23,          0,      0.875
  20,     0,   19,         0,          0,      0.875
  20,    19,   19,        23,          0,      0.556
  20,    19,   19,         0,          0,      0.556
  18,     0,   19,        23,          0,      0.875
  18,     0,   19,         0,          0,      0.875
  18,    19,   19,        23,          0,      0.666
  18,    19,   19,         0,          0,      0.666
  20,  2048,   19,        23,          0,       0.64
  20,  2048,   19,         0,          0,       0.64
  20,  2067,   19,        23,          0,      0.556
  20,  2067,   19,         0,          0,      0.556
  18,  2048,   19,        23,          0,       0.75
  18,  2048,   19,         0,          0,       0.75
  18,  2067,   19,        23,          0,      0.666
  18,  2067,   19,         0,          0,      0.666
  18,  4081,   19,        23,          0,      0.999
  18,  4081,   19,         0,          0,      0.999
  20,  4081,   19,        23,          0,      0.889
  20,  4081,   19,         0,          0,      0.889
  20,     0,    1,        23,          0,      0.875
  20,     0,    2,         0,          0,      0.875
  21,     0,   20,        23,          0,      0.875
  21,     0,   20,         0,          0,      0.875
  21,    20,   20,        23,          0,      0.556
  21,    20,   20,         0,          0,      0.556
  19,     0,   20,        23,          0,      0.875
  19,     0,   20,         0,          0,      0.875
  19,    20,   20,        23,          0,      0.657
  19,    20,   20,         0,          0,      0.666
  21,  2048,   20,        23,          0,       0.64
  21,  2048,   20,         0,          0,       0.64
  21,  2068,   20,        23,          0,      0.556
  21,  2068,   20,         0,          0,      0.556
  19,  2048,   20,        23,          0,       0.75
  19,  2048,   20,         0,          0,       0.75
  19,  2068,   20,        23,          0,      0.666
  19,  2068,   20,         0,          0,      0.659
  19,  4081,   20,        23,          0,      0.999
  19,  4081,   20,         0,          0,      0.989
  21,  4081,   20,        23,          0,      0.889
  21,  4081,   20,         0,          0,      0.889
  21,     0,    1,        23,          0,      0.875
  21,     0,    2,         0,          0,      0.875
  22,     0,   21,        23,          0,      0.875
  22,     0,   21,         0,          0,      0.875
  22,    21,   21,        23,          0,      0.556
  22,    21,   21,         0,          0,      0.556
  20,     0,   21,        23,          0,      0.914
  20,     0,   21,         0,          0,      0.903
  20,    21,   21,        23,          0,      0.666
  20,    21,   21,         0,          0,      0.666
  22,  2048,   21,        23,          0,       0.64
  22,  2048,   21,         0,          0,       0.64
  22,  2069,   21,        23,          0,      0.556
  22,  2069,   21,         0,          0,      0.556
  20,  2048,   21,        23,          0,       0.75
  20,  2048,   21,         0,          0,       0.75
  20,  2069,   21,        23,          0,      0.666
  20,  2069,   21,         0,          0,      0.666
  20,  4081,   21,        23,          0,      0.974
  20,  4081,   21,         0,          0,      0.983
  22,  4081,   21,        23,          0,      0.889
  22,  4081,   21,         0,          0,      0.889
  22,     0,    1,        23,          0,      0.875
  22,     0,    2,         0,          0,      0.875
  23,     0,   22,        23,          0,      0.875
  23,     0,   22,         0,          0,      0.875
  23,    22,   22,        23,          0,      0.556
  23,    22,   22,         0,          0,      0.556
  21,     0,   22,        23,          0,      0.932
  21,     0,   22,         0,          0,       0.93
  21,    22,   22,        23,          0,      0.666
  21,    22,   22,         0,          0,      0.666
  23,  2048,   22,        23,          0,       0.64
  23,  2048,   22,         0,          0,       0.64
  23,  2070,   22,        23,          0,      0.556
  23,  2070,   22,         0,          0,      0.556
  21,  2048,   22,        23,          0,       0.75
  21,  2048,   22,         0,          0,       0.75
  21,  2070,   22,        23,          0,      0.666
  21,  2070,   22,         0,          0,      0.652
  21,  4081,   22,        23,          0,      0.999
  21,  4081,   22,         0,          0,      0.999
  23,  4081,   22,        23,          0,      0.889
  23,  4081,   22,         0,          0,      0.889
  23,     0,    1,        23,          0,      0.875
  23,     0,    2,         0,          0,      0.875
  24,     0,   23,        23,          0,      0.875
  24,     0,   23,         0,          0,      0.875
  24,    23,   23,        23,          0,      0.556
  24,    23,   23,         0,          0,      0.556
  22,     0,   23,        23,          0,       0.92
  22,     0,   23,         0,          0,       0.92
  22,    23,   23,        23,          0,       0.66
  22,    23,   23,         0,          0,      0.662
  24,  2048,   23,        23,          0,       0.64
  24,  2048,   23,         0,          0,       0.64
  24,  2071,   23,        23,          0,      0.556
  24,  2071,   23,         0,          0,      0.556
  22,  2048,   23,        23,          0,       0.75
  22,  2048,   23,         0,          0,       0.75
  22,  2071,   23,        23,          0,      0.654
  22,  2071,   23,         0,          0,      0.666
  22,  4081,   23,        23,          0,      0.979
  22,  4081,   23,         0,          0,      0.994
  24,  4081,   23,        23,          0,      0.889
  24,  4081,   23,         0,          0,      0.889
  24,     0,    1,        23,          0,      0.875
  24,     0,    2,         0,          0,      0.875
  25,     0,   24,        23,          0,      0.875
  25,     0,   24,         0,          0,      0.875
  25,    24,   24,        23,          0,      0.556
  25,    24,   24,         0,          0,      0.556
  23,     0,   24,        23,          0,      0.921
  23,     0,   24,         0,          0,      0.909
  23,    24,   24,        23,          0,      0.663
  23,    24,   24,         0,          0,      0.666
  25,  2048,   24,        23,          0,       0.64
  25,  2048,   24,         0,          0,       0.64
  25,  2072,   24,        23,          0,      0.556
  25,  2072,   24,         0,          0,      0.556
  23,  2048,   24,        23,          0,       0.75
  23,  2048,   24,         0,          0,       0.75
  23,  2072,   24,        23,          0,      0.658
  23,  2072,   24,         0,          0,      0.666
  23,  4081,   24,        23,          0,      0.999
  23,  4081,   24,         0,          0,      0.999
  25,  4081,   24,        23,          0,      0.889
  25,  4081,   24,         0,          0,      0.889
  25,     0,    1,        23,          0,      0.875
  25,     0,    2,         0,          0,      0.875
  26,     0,   25,        23,          0,      0.875
  26,     0,   25,         0,          0,      0.875
  26,    25,   25,        23,          0,      0.556
  26,    25,   25,         0,          0,      0.556
  24,     0,   25,        23,          0,       0.92
  24,     0,   25,         0,          0,       0.92
  24,    25,   25,        23,          0,      0.666
  24,    25,   25,         0,          0,      0.666
  26,  2048,   25,        23,          0,       0.64
  26,  2048,   25,         0,          0,       0.64
  26,  2073,   25,        23,          0,      0.556
  26,  2073,   25,         0,          0,      0.556
  24,  2048,   25,        23,          0,       0.75
  24,  2048,   25,         0,          0,       0.75
  24,  2073,   25,        23,          0,      0.666
  24,  2073,   25,         0,          0,      0.666
  24,  4081,   25,        23,          0,      0.999
  24,  4081,   25,         0,          0,      0.999
  26,  4081,   25,        23,          0,      0.889
  26,  4081,   25,         0,          0,      0.889
  26,     0,    1,        23,          0,      0.875
  26,     0,    2,         0,          0,      0.875
  27,     0,   26,        23,          0,      0.875
  27,     0,   26,         0,          0,      0.875
  27,    26,   26,        23,          0,      0.556
  27,    26,   26,         0,          0,      0.556
  25,     0,   26,        23,          0,      0.992
  25,     0,   26,         0,          0,      0.992
  25,    26,   26,        23,          0,      0.664
  25,    26,   26,         0,          0,      0.663
  27,  2048,   26,        23,          0,       0.64
  27,  2048,   26,         0,          0,       0.64
  27,  2074,   26,        23,          0,      0.556
  27,  2074,   26,         0,          0,      0.556
  25,  2048,   26,        23,          0,       0.75
  25,  2048,   26,         0,          0,       0.75
  25,  2074,   26,        23,          0,      0.651
  25,  2074,   26,         0,          0,      0.666
