Geometric mean of N = 30 runs.
Benchmarked on Tigerlake: https://ark.intel.com/content/www/us/en/ark/products/208921/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz-with-ipu.html

Aggregate Geometric Mean of New / Old: 0.7606704539854201

Results For: memrchr
 len, align,  pos, seek_char, invert_pos,  New / Old
 256,  4081,  192,        23,          0,      0.896
 192,     7,  224,        23,          0,      0.702
 192,     7,  224,         0,          0,      0.701
 256,     7,  224,        23,          0,       1.16
 256,     7,  224,         0,          0,      1.161
 512,     7,  224,        23,          0,      0.854
 512,     7,  224,         0,          0,      0.862
 256,  4081,  224,        23,          0,      1.155
   2,     0,    1,        23,          0,      0.812
   2,     0,    1,         0,          0,      0.836
   2,     1,    1,        23,          0,       0.72
   2,     1,    1,         0,          0,      0.726
   0,     0,    1,        23,          0,      0.857
   0,     0,    1,         0,          0,      0.857
   0,     1,    1,        23,          0,      0.857
   0,     1,    1,         0,          0,      0.857
   2,  2048,    1,        23,          0,      0.694
   2,  2048,    1,         0,          0,       0.71
   2,  2049,    1,        23,          0,      0.621
   2,  2049,    1,         0,          0,      0.629
   0,  2048,    1,        23,          0,      0.857
   0,  2048,    1,         0,          0,      0.856
   0,  2049,    1,        23,          0,      0.857
   0,  2049,    1,         0,          0,      0.857
   0,  4081,    1,        23,          0,      0.857
   0,  4081,    1,         0,          0,      0.857
   2,  4081,    1,        23,          0,      0.602
   2,  4081,    1,         0,          0,      0.621
   2,     0,    2,         0,          0,      0.777
   3,     0,    2,        23,          0,      0.827
   3,     0,    2,         0,          0,      0.819
   3,     2,    2,        23,          0,      0.737
   3,     2,    2,         0,          0,      0.731
   1,     0,    2,        23,          0,      0.778
   1,     0,    2,         0,          0,      0.778
   1,     2,    2,        23,          0,      0.868
   1,     2,    2,         0,          0,      0.868
   3,  2048,    2,        23,          0,      0.716
   3,  2048,    2,         0,          0,      0.719
   3,  2050,    2,        23,          0,      0.625
   3,  2050,    2,         0,          0,      0.632
   1,  2048,    2,        23,          0,      0.667
   1,  2048,    2,         0,          0,      0.667
   1,  2050,    2,        23,          0,      0.749
   1,  2050,    2,         0,          0,      0.752
   1,  4081,    2,        23,          0,      0.743
   1,  4081,    2,         0,          0,      0.745
   3,  4081,    2,        23,          0,      0.601
   3,  4081,    2,         0,          0,      0.613
   3,     0,    1,        23,          0,      0.832
   4,     0,    3,        23,          0,      0.834
   4,     0,    3,         0,          0,      0.838
   4,     3,    3,        23,          0,      0.728
   4,     3,    3,         0,          0,      0.718
   2,     0,    3,        23,          0,      0.778
   2,     0,    3,         0,          0,      0.777
   2,     3,    3,        23,          0,      0.868
   2,     3,    3,         0,          0,       0.87
   4,  2048,    3,        23,          0,      0.711
   4,  2048,    3,         0,          0,      0.711
   4,  2051,    3,        23,          0,      0.621
   4,  2051,    3,         0,          0,      0.622
   2,  2048,    3,        23,          0,      0.669
   2,  2048,    3,         0,          0,      0.669
   2,  2051,    3,        23,          0,      0.746
   2,  2051,    3,         0,          0,      0.746
   2,  4081,    3,        23,          0,      0.745
   2,  4081,    3,         0,          0,      0.744
   4,  4081,    3,        23,          0,      0.587
   4,  4081,    3,         0,          0,      0.585
   4,     0,    1,        23,          0,      0.846
   4,     0,    2,         0,          0,      0.834
   5,     0,    4,        23,          0,       0.84
   5,     0,    4,         0,          0,      0.838
   5,     4,    4,        23,          0,      0.736
   5,     4,    4,         0,          0,      0.733
   3,     0,    4,        23,          0,      0.779
   3,     0,    4,         0,          0,      0.779
   3,     4,    4,        23,          0,      0.869
   3,     4,    4,         0,          0,      0.869
   5,  2048,    4,        23,          0,      0.693
   5,  2048,    4,         0,          0,      0.713
   5,  2052,    4,        23,          0,      0.615
   5,  2052,    4,         0,          0,      0.609
   3,  2048,    4,        23,          0,      0.666
   3,  2048,    4,         0,          0,      0.668
   3,  2052,    4,        23,          0,      0.748
   3,  2052,    4,         0,          0,      0.745
   3,  4081,    4,        23,          0,      0.745
   3,  4081,    4,         0,          0,      0.745
   5,  4081,    4,        23,          0,      0.566
   5,  4081,    4,         0,          0,      0.589
   5,     0,    1,        23,          0,      0.841
   5,     0,    2,         0,          0,      0.832
   6,     0,    5,        23,          0,      0.832
   6,     0,    5,         0,          0,      0.836
   6,     5,    5,        23,          0,      0.736
   6,     5,    5,         0,          0,      0.732
   4,     0,    5,        23,          0,      0.778
   4,     0,    5,         0,          0,      0.779
   4,     5,    5,        23,          0,      0.871
   4,     5,    5,         0,          0,       0.87
   6,  2048,    5,        23,          0,      0.713
   6,  2048,    5,         0,          0,      0.702
   6,  2053,    5,        23,          0,      0.611
   6,  2053,    5,         0,          0,      0.632
   4,  2048,    5,        23,          0,      0.667
   4,  2048,    5,         0,          0,      0.667
   4,  2053,    5,        23,          0,      0.746
   4,  2053,    5,         0,          0,      0.745
   4,  4081,    5,        23,          0,      0.746
   4,  4081,    5,         0,          0,      0.744
   6,  4081,    5,        23,          0,      0.584
   6,  4081,    5,         0,          0,      0.602
   6,     0,    1,        23,          0,      0.842
   6,     0,    2,         0,          0,      0.848
   7,     0,    6,        23,          0,      0.837
   7,     0,    6,         0,          0,      0.838
   7,     6,    6,        23,          0,      0.739
   7,     6,    6,         0,          0,      0.721
   5,     0,    6,        23,          0,      0.778
   5,     0,    6,         0,          0,      0.777
   5,     6,    6,        23,          0,      0.869
   5,     6,    6,         0,          0,      0.869
   7,  2048,    6,        23,          0,      0.719
   7,  2048,    6,         0,          0,      0.699
   7,  2054,    6,        23,          0,      0.618
   7,  2054,    6,         0,          0,      0.621
   5,  2048,    6,        23,          0,      0.667
   5,  2048,    6,         0,          0,      0.667
   5,  2054,    6,        23,          0,      0.747
   5,  2054,    6,         0,          0,       0.75
   5,  4081,    6,        23,          0,      0.745
   5,  4081,    6,         0,          0,      0.743
   7,  4081,    6,        23,          0,      0.586
   7,  4081,    6,         0,          0,      0.572
   7,     0,    1,        23,          0,      0.836
   7,     0,    2,         0,          0,      0.848
   8,     0,    7,        23,          0,      0.843
   8,     0,    7,         0,          0,      0.827
   8,     7,    7,        23,          0,      0.733
   8,     7,    7,         0,          0,      0.744
   6,     0,    7,        23,          0,      0.778
   6,     0,    7,         0,          0,      0.781
   6,     7,    7,        23,          0,      0.869
   6,     7,    7,         0,          0,      0.872
   8,  2048,    7,        23,          0,      0.717
   8,  2048,    7,         0,          0,      0.703
   8,  2055,    7,        23,          0,      0.608
   8,  2055,    7,         0,          0,      0.608
   6,  2048,    7,        23,          0,      0.667
   6,  2048,    7,         0,          0,      0.669
   6,  2055,    7,        23,          0,      0.749
   6,  2055,    7,         0,          0,      0.748
   6,  4081,    7,        23,          0,      0.742
   6,  4081,    7,         0,          0,      0.745
   8,  4081,    7,        23,          0,      0.602
   8,  4081,    7,         0,          0,       0.59
   8,     0,    1,        23,          0,      0.833
   8,     0,    2,         0,          0,      0.837
   9,     0,    8,        23,          0,      0.822
   9,     0,    8,         0,          0,      0.824
   9,     8,    8,        23,          0,      0.725
   9,     8,    8,         0,          0,      0.734
   7,     0,    8,        23,          0,      0.778
   7,     0,    8,         0,          0,      0.778
   7,     8,    8,        23,          0,      0.871
   7,     8,    8,         0,          0,      0.873
   9,  2048,    8,        23,          0,      0.709
   9,  2048,    8,         0,          0,      0.713
   9,  2056,    8,        23,          0,      0.616
   9,  2056,    8,         0,          0,      0.616
   7,  2048,    8,        23,          0,      0.667
   7,  2048,    8,         0,          0,      0.668
   7,  2056,    8,        23,          0,      0.749
   7,  2056,    8,         0,          0,      0.747
   7,  4081,    8,        23,          0,      0.744
   7,  4081,    8,         0,          0,      0.742
   9,  4081,    8,        23,          0,      0.581
   9,  4081,    8,         0,          0,      0.591
   9,     0,    1,        23,          0,      0.842
   9,     0,    2,         0,          0,       0.83
  10,     0,    9,        23,          0,      0.834
  10,     0,    9,         0,          0,      0.851
  10,     9,    9,        23,          0,      0.728
  10,     9,    9,         0,          0,      0.726
   8,     0,    9,        23,          0,      0.778
   8,     0,    9,         0,          0,      0.776
   8,     9,    9,        23,          0,      0.872
   8,     9,    9,         0,          0,      0.868
  10,  2048,    9,        23,          0,      0.697
  10,  2048,    9,         0,          0,      0.712
  10,  2057,    9,        23,          0,      0.605
  10,  2057,    9,         0,          0,       0.61
   8,  2048,    9,        23,          0,      0.667
   8,  2048,    9,         0,          0,      0.667
   8,  2057,    9,        23,          0,      0.744
   8,  2057,    9,         0,          0,      0.745
   8,  4081,    9,        23,          0,      0.745
   8,  4081,    9,         0,          0,      0.743
  10,  4081,    9,        23,          0,       0.57
  10,  4081,    9,         0,          0,      0.593
  10,     0,    1,        23,          0,      0.841
  10,     0,    2,         0,          0,      0.841
  11,     0,   10,        23,          0,      0.815
  11,     0,   10,         0,          0,      0.834
  11,    10,   10,        23,          0,      0.735
  11,    10,   10,         0,          0,       0.73
   9,     0,   10,        23,          0,      0.778
   9,     0,   10,         0,          0,      0.779
   9,    10,   10,        23,          0,      0.867
   9,    10,   10,         0,          0,       0.87
  11,  2048,   10,        23,          0,      0.707
  11,  2048,   10,         0,          0,      0.697
  11,  2058,   10,        23,          0,      0.614
  11,  2058,   10,         0,          0,      0.616
   9,  2048,   10,        23,          0,      0.667
   9,  2048,   10,         0,          0,      0.666
   9,  2058,   10,        23,          0,      0.744
   9,  2058,   10,         0,          0,      0.744
   9,  4081,   10,        23,          0,      0.745
   9,  4081,   10,         0,          0,      0.744
  11,  4081,   10,        23,          0,       0.59
  11,  4081,   10,         0,          0,      0.588
  11,     0,    1,        23,          0,       0.84
  11,     0,    2,         0,          0,      0.837
  12,     0,   11,        23,          0,      0.831
  12,     0,   11,         0,          0,      0.831
  12,    11,   11,        23,          0,      0.725
  12,    11,   11,         0,          0,      0.737
  10,     0,   11,        23,          0,       0.78
  10,     0,   11,         0,          0,      0.778
  10,    11,   11,        23,          0,      0.867
  10,    11,   11,         0,          0,       0.87
  12,  2048,   11,        23,          0,      0.715
  12,  2048,   11,         0,          0,      0.723
  12,  2059,   11,        23,          0,      0.623
  12,  2059,   11,         0,          0,      0.613
  10,  2048,   11,        23,          0,      0.668
  10,  2048,   11,         0,          0,      0.667
  10,  2059,   11,        23,          0,      0.743
  10,  2059,   11,         0,          0,      0.743
  10,  4081,   11,        23,          0,      0.744
  10,  4081,   11,         0,          0,      0.743
  12,  4081,   11,        23,          0,      0.605
  12,  4081,   11,         0,          0,      0.586
  12,     0,    1,        23,          0,      0.843
  12,     0,    2,         0,          0,      0.846
  13,     0,   12,        23,          0,      0.829
  13,     0,   12,         0,          0,      0.832
  13,    12,   12,        23,          0,      0.731
  13,    12,   12,         0,          0,      0.727
  11,     0,   12,        23,          0,      0.778
  11,     0,   12,         0,          0,      0.777
  11,    12,   12,        23,          0,       0.87
  11,    12,   12,         0,          0,       0.87
  13,  2048,   12,        23,          0,      0.714
  13,  2048,   12,         0,          0,      0.713
  13,  2060,   12,        23,          0,      0.618
  13,  2060,   12,         0,          0,      0.614
  11,  2048,   12,        23,          0,      0.667
  11,  2048,   12,         0,          0,      0.667
  11,  2060,   12,        23,          0,      0.744
  11,  2060,   12,         0,          0,      0.744
  11,  4081,   12,        23,          0,      0.744
  11,  4081,   12,         0,          0,      0.743
  13,  4081,   12,        23,          0,      0.586
  13,  4081,   12,         0,          0,      0.589
  13,     0,    1,        23,          0,      0.838
  13,     0,    2,         0,          0,       0.83
  14,     0,   13,        23,          0,      0.838
  14,     0,   13,         0,          0,      0.843
  14,    13,   13,        23,          0,      0.739
  14,    13,   13,         0,          0,      0.728
  12,     0,   13,        23,          0,      0.778
  12,     0,   13,         0,          0,      0.778
  12,    13,   13,        23,          0,      0.868
  12,    13,   13,         0,          0,      0.866
  14,  2048,   13,        23,          0,      0.706
  14,  2048,   13,         0,          0,      0.719
  14,  2061,   13,        23,          0,      0.626
  14,  2061,   13,         0,          0,      0.626
  12,  2048,   13,        23,          0,      0.667
  12,  2048,   13,         0,          0,      0.667
  12,  2061,   13,        23,          0,      0.744
  12,  2061,   13,         0,          0,      0.742
  12,  4081,   13,        23,          0,      0.745
  12,  4081,   13,         0,          0,      0.743
  14,  4081,   13,        23,          0,      0.601
  14,  4081,   13,         0,          0,      0.582
  14,     0,    1,        23,          0,      0.851
  14,     0,    2,         0,          0,      0.839
  15,     0,   14,        23,          0,      0.833
  15,     0,   14,         0,          0,      0.815
  15,    14,   14,        23,          0,      0.723
  15,    14,   14,         0,          0,      0.719
  13,     0,   14,        23,          0,      0.777
  13,     0,   14,         0,          0,      0.779
  13,    14,   14,        23,          0,      0.867
  13,    14,   14,         0,          0,      0.867
  15,  2048,   14,        23,          0,      0.701
  15,  2048,   14,         0,          0,      0.718
  15,  2062,   14,        23,          0,      0.628
  15,  2062,   14,         0,          0,      0.622
  13,  2048,   14,        23,          0,      0.667
  13,  2048,   14,         0,          0,      0.667
  13,  2062,   14,        23,          0,      0.743
  13,  2062,   14,         0,          0,      0.743
  13,  4081,   14,        23,          0,      0.744
  13,  4081,   14,         0,          0,      0.741
  15,  4081,   14,        23,          0,      0.568
  15,  4081,   14,         0,          0,      0.562
  15,     0,    1,        23,          0,      0.842
  15,     0,    2,         0,          0,      0.841
  16,     0,   15,        23,          0,      0.834
  16,     0,   15,         0,          0,      0.831
  16,    15,   15,        23,          0,      0.737
  16,    15,   15,         0,          0,      0.715
  14,     0,   15,        23,          0,      0.793
  14,     0,   15,         0,          0,      0.792
  14,    15,   15,        23,          0,      0.878
  14,    15,   15,         0,          0,      0.876
  16,  2048,   15,        23,          0,      0.702
  16,  2048,   15,         0,          0,      0.697
  16,  2063,   15,        23,          0,      0.615
  16,  2063,   15,         0,          0,      0.622
  14,  2048,   15,        23,          0,      0.689
  14,  2048,   15,         0,          0,      0.688
  14,  2063,   15,        23,          0,       0.76
  14,  2063,   15,         0,          0,      0.759
  14,  4081,   15,        23,          0,      0.756
  14,  4081,   15,         0,          0,      0.763
  16,  4081,   15,        23,          0,      0.887
  16,  4081,   15,         0,          0,      0.888
  16,     0,    1,        23,          0,       0.84
  16,     0,    2,         0,          0,      0.848
  17,     0,   16,        23,          0,      0.833
  17,     0,   16,         0,          0,      0.845
  17,    16,   16,        23,          0,      0.616
  17,    16,   16,         0,          0,      0.603
  15,     0,   16,        23,          0,      0.829
  15,     0,   16,         0,          0,      0.829
  15,    16,   16,        23,          0,      0.907
  15,    16,   16,         0,          0,      0.909
  17,  2048,   16,        23,          0,       0.71
  17,  2048,   16,         0,          0,       0.69
  17,  2064,   16,        23,          0,      0.615
  17,  2064,   16,         0,          0,      0.588
  15,  2048,   16,        23,          0,      0.686
  15,  2048,   16,         0,          0,      0.687
  15,  2064,   16,        23,          0,      0.755
  15,  2064,   16,         0,          0,      0.756
  15,  4081,   16,        23,          0,       0.76
  15,  4081,   16,         0,          0,      0.755
  17,  4081,   16,        23,          0,      0.889
  17,  4081,   16,         0,          0,      0.889
  17,     0,    1,        23,          0,      0.849
  17,     0,    2,         0,          0,      0.855
  18,     0,   17,        23,          0,       0.83
  18,     0,   17,         0,          0,      0.826
  18,    17,   17,        23,          0,      0.612
  18,    17,   17,         0,          0,      0.597
  16,     0,   17,        23,          0,        0.8
  16,     0,   17,         0,          0,      0.805
  16,    17,   17,        23,          0,      0.669
  16,    17,   17,         0,          0,      0.669
  18,  2048,   17,        23,          0,      0.707
  18,  2048,   17,         0,          0,       0.71
  18,  2065,   17,        23,          0,      0.607
  18,  2065,   17,         0,          0,      0.588
  16,  2048,   17,        23,          0,      0.687
  16,  2048,   17,         0,          0,      0.686
  16,  2065,   17,        23,          0,      0.669
  16,  2065,   17,         0,          0,       0.67
  16,  4081,   17,        23,          0,      0.986
  16,  4081,   17,         0,          0,      0.982
  18,  4081,   17,        23,          0,      0.889
  18,  4081,   17,         0,          0,      0.889
  18,     0,    1,        23,          0,      0.857
  18,     0,    2,         0,          0,      0.853
  19,     0,   18,        23,          0,      0.842
  19,     0,   18,         0,          0,      0.817
  19,    18,   18,        23,          0,      0.599
  19,    18,   18,         0,          0,      0.593
  17,     0,   18,        23,          0,      0.795
  17,     0,   18,         0,          0,        0.8
  17,    18,   18,        23,          0,       0.67
  17,    18,   18,         0,          0,      0.669
  19,  2048,   18,        23,          0,      0.707
  19,  2048,   18,         0,          0,      0.704
  19,  2066,   18,        23,          0,      0.588
  19,  2066,   18,         0,          0,      0.611
  17,  2048,   18,        23,          0,      0.687
  17,  2048,   18,         0,          0,      0.686
  17,  2066,   18,        23,          0,       0.67
  17,  2066,   18,         0,          0,      0.671
  17,  4081,   18,        23,          0,      0.982
  17,  4081,   18,         0,          0,       0.98
  19,  4081,   18,        23,          0,      0.889
  19,  4081,   18,         0,          0,      0.889
  19,     0,    1,        23,          0,      0.844
  19,     0,    2,         0,          0,      0.847
  20,     0,   19,        23,          0,       0.83
  20,     0,   19,         0,          0,      0.836
  20,    19,   19,        23,          0,      0.588
  20,    19,   19,         0,          0,       0.61
  18,     0,   19,        23,          0,      0.829
  18,     0,   19,         0,          0,      0.835
  18,    19,   19,        23,          0,      0.669
  18,    19,   19,         0,          0,       0.67
  20,  2048,   19,        23,          0,      0.691
  20,  2048,   19,         0,          0,      0.707
  20,  2067,   19,        23,          0,      0.626
  20,  2067,   19,         0,          0,      0.611
  18,  2048,   19,        23,          0,      0.686
  18,  2048,   19,         0,          0,      0.687
  18,  2067,   19,        23,          0,      0.669
  18,  2067,   19,         0,          0,      0.669
  18,  4081,   19,        23,          0,      0.982
  18,  4081,   19,         0,          0,       0.98
  20,  4081,   19,        23,          0,      0.889
  20,  4081,   19,         0,          0,      0.889
  20,     0,    1,        23,          0,       0.85
  20,     0,    2,         0,          0,      0.838
  21,     0,   20,        23,          0,      0.839
  21,     0,   20,         0,          0,      0.824
  21,    20,   20,        23,          0,      0.593
  21,    20,   20,         0,          0,      0.612
  19,     0,   20,        23,          0,      0.833
  19,     0,   20,         0,          0,       0.83
  19,    20,   20,        23,          0,      0.669
  19,    20,   20,         0,          0,      0.669
  21,  2048,   20,        23,          0,        0.7
  21,  2048,   20,         0,          0,       0.72
  21,  2068,   20,        23,          0,      0.611
  21,  2068,   20,         0,          0,      0.597
  19,  2048,   20,        23,          0,      0.687
  19,  2048,   20,         0,          0,      0.687
  19,  2068,   20,        23,          0,      0.669
  19,  2068,   20,         0,          0,      0.668
  19,  4081,   20,        23,          0,       0.98
  19,  4081,   20,         0,          0,       0.98
  21,  4081,   20,        23,          0,      0.889
  21,  4081,   20,         0,          0,      0.889
  21,     0,    1,        23,          0,      0.856
  21,     0,    2,         0,          0,      0.845
  22,     0,   21,        23,          0,      0.833
  22,     0,   21,         0,          0,       0.83
  22,    21,   21,        23,          0,      0.607
  22,    21,   21,         0,          0,      0.602
  20,     0,   21,        23,          0,      0.807
  20,     0,   21,         0,          0,      0.807
  20,    21,   21,        23,          0,      0.666
  20,    21,   21,         0,          0,      0.669
  22,  2048,   21,        23,          0,       0.71
  22,  2048,   21,         0,          0,      0.723
  22,  2069,   21,        23,          0,      0.602
  22,  2069,   21,         0,          0,      0.597
  20,  2048,   21,        23,          0,      0.688
  20,  2048,   21,         0,          0,      0.689
  20,  2069,   21,        23,          0,       0.67
  20,  2069,   21,         0,          0,      0.668
  20,  4081,   21,        23,          0,      0.982
  20,  4081,   21,         0,          0,      0.983
  22,  4081,   21,        23,          0,      0.889
  22,  4081,   21,         0,          0,      0.889
  22,     0,    1,        23,          0,      0.851
  22,     0,    2,         0,          0,      0.837
  23,     0,   22,        23,          0,      0.833
  23,     0,   22,         0,          0,      0.834
  23,    22,   22,        23,          0,      0.626
  23,    22,   22,         0,          0,      0.603
  21,     0,   22,        23,          0,      0.828
  21,     0,   22,         0,          0,      0.823
  21,    22,   22,        23,          0,       0.67
  21,    22,   22,         0,          0,      0.669
  23,  2048,   22,        23,          0,       0.71
  23,  2048,   22,         0,          0,      0.713
  23,  2070,   22,        23,          0,      0.611
  23,  2070,   22,         0,          0,      0.607
  21,  2048,   22,        23,          0,      0.687
  21,  2048,   22,         0,          0,      0.687
  21,  2070,   22,        23,          0,       0.67
  21,  2070,   22,         0,          0,       0.67
  21,  4081,   22,        23,          0,      0.981
  21,  4081,   22,         0,          0,      0.981
  23,  4081,   22,        23,          0,      0.889
  23,  4081,   22,         0,          0,      0.889
  23,     0,    1,        23,          0,      0.852
  23,     0,    2,         0,          0,      0.856
  24,     0,   23,        23,          0,       0.83
  24,     0,   23,         0,          0,      0.852
  24,    23,   23,        23,          0,      0.595
  24,    23,   23,         0,          0,      0.597
  22,     0,   23,        23,          0,      0.846
  22,     0,   23,         0,          0,      0.847
  22,    23,   23,        23,          0,      0.673
  22,    23,   23,         0,          0,      0.673
  24,  2048,   23,        23,          0,      0.691
  24,  2048,   23,         0,          0,      0.694
  24,  2071,   23,        23,          0,      0.611
  24,  2071,   23,         0,          0,      0.593
  22,  2048,   23,        23,          0,      0.688
  22,  2048,   23,         0,          0,      0.692
  22,  2071,   23,        23,          0,      0.675
  22,  2071,   23,         0,          0,      0.673
  22,  4081,   23,        23,          0,      0.982
  22,  4081,   23,         0,          0,      0.981
  24,  4081,   23,        23,          0,      0.889
  24,  4081,   23,         0,          0,      0.889
  24,     0,    1,        23,          0,       0.84
  24,     0,    2,         0,          0,      0.853
  25,     0,   24,        23,          0,      0.823
  25,     0,   24,         0,          0,       0.83
  25,    24,   24,        23,          0,      0.593
  25,    24,   24,         0,          0,      0.597
  23,     0,   24,        23,          0,      0.815
  23,     0,   24,         0,          0,      0.815
  23,    24,   24,        23,          0,      0.669
  23,    24,   24,         0,          0,      0.672
  25,  2048,   24,        23,          0,      0.694
  25,  2048,   24,         0,          0,      0.716
  25,  2072,   24,        23,          0,      0.621
  25,  2072,   24,         0,          0,      0.597
  23,  2048,   24,        23,          0,      0.689
  23,  2048,   24,         0,          0,      0.689
  23,  2072,   24,        23,          0,       0.67
  23,  2072,   24,         0,          0,      0.675
  23,  4081,   24,        23,          0,       0.98
  23,  4081,   24,         0,          0,      0.983
  25,  4081,   24,        23,          0,      0.889
  25,  4081,   24,         0,          0,      0.889
  25,     0,    1,        23,          0,      0.847
  25,     0,    2,         0,          0,      0.851
  26,     0,   25,        23,          0,      0.825
  26,     0,   25,         0,          0,      0.842
  26,    25,   25,        23,          0,      0.616
  26,    25,   25,         0,          0,      0.626
  24,     0,   25,        23,          0,      0.817
  24,     0,   25,         0,          0,      0.814
  24,    25,   25,        23,          0,      0.676
  24,    25,   25,         0,          0,      0.673
  26,  2048,   25,        23,          0,      0.707
  26,  2048,   25,         0,          0,      0.707
  26,  2073,   25,        23,          0,      0.607
  26,  2073,   25,         0,          0,      0.593
  24,  2048,   25,        23,          0,      0.686
  24,  2048,   25,         0,          0,      0.691
  24,  2073,   25,        23,          0,      0.672
  24,  2073,   25,         0,          0,      0.673
  24,  4081,   25,        23,          0,      0.981
  24,  4081,   25,         0,          0,      0.977
  26,  4081,   25,        23,          0,      0.889
  26,  4081,   25,         0,          0,      0.889
  26,     0,    1,        23,          0,      0.842
  26,     0,    2,         0,          0,       0.85
  27,     0,   26,        23,          0,       0.83
  27,     0,   26,         0,          0,      0.848
  27,    26,   26,        23,          0,      0.607
  27,    26,   26,         0,          0,      0.612
  25,     0,   26,        23,          0,      0.828
  25,     0,   26,         0,          0,      0.826
  25,    26,   26,        23,          0,      0.675
  25,    26,   26,         0,          0,      0.672
  27,  2048,   26,        23,          0,        0.7
  27,  2048,   26,         0,          0,        0.7
  27,  2074,   26,        23,          0,      0.616
  27,  2074,   26,         0,          0,      0.599
  25,  2048,   26,        23,          0,      0.691
  25,  2048,   26,         0,          0,      0.694
  25,  2074,   26,        23,          0,       0.67
  25,  2074,   26,         0,          0,      0.672
