                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  4/ 6:	11.3251	7.5639	7.73151	6.25689	11.7739
Length   64, n  128, alignment  2/ 4:	16.3296	14.0473	13.5721	15.9977	17.2879
Length  128, n   64, alignment  4/ 2:	12.4659	9.10375	10.5412	11.6787	12.802
Length   64, n  128, alignment  2/ 4:	16.7789	14.167	13.5994	15.8371	16.6576
Length  128, n   64, alignment  4/ 2:	12.6323	10.0818	10.366	11.6081	12.9939
Length   16, n   16, alignment  7/ 7:	11.4631	7.74459	7.70978	6.17257	11.9155
Length   16, n   16, alignment  7/ 7:	11.2137	7.53832	7.57261	6.25362	12.0719
Length   16, n   16, alignment  7/ 6:	11.0626	7.53828	7.54296	6.28536	12.0619
Length   16, n   16, alignment  6/ 7:	11.316	7.53826	7.5431	6.16767	11.751
Length  128, n  256, alignment  1/ 6:	21.8174	17.4552	17.1459	24.6052	21.1462
Length  256, n  128, alignment  6/ 1:	15.5448	13.513	13.2281	19.2179	16.1271
Length  128, n  256, alignment  1/ 6:	21.7171	17.6238	17.3418	24.8811	20.6833
Length  256, n  128, alignment  6/ 1:	15.7382	13.4894	13.2729	19.6866	16.1764
Length    8, n   16, alignment  0/ 0:	14.3901	11.2447	10.352	17.3526	14.0503
Length   32, n   16, alignment  0/ 0:	11.006	6.7344	6.73419	6.16767	11.7314
Length    8, n   16, alignment  7/ 2:	14.0695	11.3184	11.4448	10.9698	14.8594
Length   32, n   16, alignment  7/ 2:	11.1417	7.72663	7.62582	6.16769	11.7637
Length   16, n   32, alignment  0/ 0:	14.1983	9.94672	9.94457	10.9695	14.5571
Length   64, n   32, alignment  0/ 0:	10.3041	7.53828	7.54305	6.16775	10.6093
Length   16, n   32, alignment  6/ 4:	14.5822	10.7496	10.5384	10.9647	14.9086
Length   64, n   32, alignment  6/ 4:	10.3396	7.74806	7.72688	6.41248	10.4893
Length   32, n   64, alignment  0/ 0:	14.9609	10.8636	10.5671	12.2028	15.2445
Length  128, n   64, alignment  0/ 0:	12.0018	8.44619	8.43478	9.34282	12.6515
Length   32, n   64, alignment  5/ 6:	20.1836	11.498	11.7146	13.2217	17.4464
Length  128, n   64, alignment  5/ 6:	12.6962	10.4806	10.2877	12.5093	12.8022
Length   64, n  128, alignment  0/ 0:	16.0709	12.9994	13.2922	14.4323	16.0584
Length  256, n  128, alignment  0/ 0:	14.8155	10.5381	10.5874	14.1283	15.6517
Length   64, n  128, alignment  4/ 0:	16.1586	13.6006	13.5323	16.0047	16.3063
Length  256, n  128, alignment  4/ 0:	15.4734	13.3413	12.2401	18.5567	15.7831
Length  128, n  256, alignment  0/ 0:	19.5839	16.0635	15.589	22.7625	18.2093
Length  512, n  256, alignment  0/ 0:	18.7899	15.656	14.9866	18.9467	18.0979
Length  128, n  256, alignment  3/ 2:	22.4755	17.1685	16.8972	23.4597	21.5873
Length  512, n  256, alignment  3/ 2:	23.6215	20.8274	20.3436	23.4146	23.4244
Length  256, n  512, alignment  0/ 0:	27.0904	23.9796	23.4316	28.9924	26.8713
Length 1024, n  512, alignment  0/ 0:	29.4518	19.4543	19.7531	28.9222	29.1642
Length  256, n  512, alignment  2/ 4:	30.1258	26.6722	25.7746	30.1775	29.0164
Length 1024, n  512, alignment  2/ 4:	31.4127	25.7914	26.6347	34.9731	31.5228
Length  512, n 1024, alignment  0/ 0:	44.7764	29.6107	27.9868	43.0735	44.2157
Length 2048, n 1024, alignment  0/ 0:	47.4541	28.2772	29.5667	51.9085	47.6854
Length  512, n 1024, alignment  1/ 6:	54.756	32.0382	29.3899	44.2114	54.8403
Length 2048, n 1024, alignment  1/ 6:	49.8587	40.8555	36.2985	56.7737	51.156
