                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  5/ 5:	11.3066	7.68186	7.58064	6.31137	11.7885
Length   16, n   16, alignment  5/ 5:	11.2654	7.74965	7.68452	6.16766	11.6611
Length   16, n   16, alignment  5/ 2:	11.4129	7.73183	7.64075	6.1933	11.806
Length   16, n   16, alignment  2/ 5:	11.3305	7.74935	7.72675	6.28168	11.8676
Length   32, n   64, alignment  3/ 2:	19.0747	11.1926	10.2843	12.573	19.1043
Length   64, n   32, alignment  2/ 3:	10.4202	7.74417	7.7319	7.48509	11.0229
Length   32, n   64, alignment  3/ 2:	18.9146	11.3595	10.4101	12.7799	18.8105
Length   64, n   32, alignment  2/ 3:	10.2791	7.75916	7.7269	7.63978	10.618
Length   16, n   16, alignment  6/ 6:	11.4194	7.74997	7.72683	6.32189	11.9465
Length   16, n   16, alignment  6/ 6:	11.3847	7.69327	7.53824	6.16763	11.9547
Length   16, n   16, alignment  6/ 4:	11.535	7.72676	7.61149	6.19301	11.8522
Length   16, n   16, alignment  4/ 6:	11.4183	7.58469	7.61907	6.3266	12.0104
Length   64, n  128, alignment  2/ 4:	16.3152	14.1782	14.0272	15.852	17.3427
Length  128, n   64, alignment  4/ 2:	12.9534	9.19291	10.4923	11.5998	14.2334
Length   64, n  128, alignment  2/ 4:	16.5141	14.2986	13.9748	15.8647	17.1015
Length  128, n   64, alignment  4/ 2:	12.7584	9.14878	10.4037	11.731	13.7984
Length   16, n   16, alignment  7/ 7:	11.5758	7.76587	7.74388	6.31971	11.7543
Length   16, n   16, alignment  7/ 7:	11.1542	7.72668	7.7267	6.29932	11.7362
Length   16, n   16, alignment  7/ 6:	11.4159	7.56668	7.62408	6.32662	11.8972
Length   16, n   16, alignment  6/ 7:	11.5632	7.93643	8.0327	10.2953	13.2475
Length  128, n  256, alignment  1/ 6:	21.3933	17.6187	17.4739	24.867	21.9427
Length  256, n  128, alignment  6/ 1:	16.3731	13.5764	13.2187	19.6689	16.8118
Length  128, n  256, alignment  1/ 6:	21.7995	18.179	17.4389	25.2522	22.1359
Length  256, n  128, alignment  6/ 1:	15.6948	13.5799	13.2242	19.7919	18.1011
Length    8, n   16, alignment  0/ 0:	14.6627	11.3913	10.4087	11.2682	16.3135
Length   32, n   16, alignment  0/ 0:	11.227	6.98996	6.98029	6.30052	11.7834
Length    8, n   16, alignment  7/ 2:	14.5538	11.4366	11.451	10.9649	15.0124
Length   32, n   16, alignment  7/ 2:	11.1911	7.74161	7.69213	6.1677	11.8676
Length   16, n   32, alignment  0/ 0:	14.4039	9.78055	9.8752	10.9726	14.9531
Length   64, n   32, alignment  0/ 0:	10.2653	7.54425	7.72466	6.2442	10.9062
Length   16, n   32, alignment  6/ 4:	14.235	10.7874	10.8012	11.04	15.0943
Length   64, n   32, alignment  6/ 4:	10.5392	7.74987	7.70581	6.3772	11.0238
Length   32, n   64, alignment  0/ 0:	15.2275	10.4976	10.5543	12.1972	15.3855
Length  128, n   64, alignment  0/ 0:	12.6439	8.45	8.84266	9.56974	12.738
Length   32, n   64, alignment  5/ 6:	17.1668	11.7837	11.909	13.2586	16.9003
Length  128, n   64, alignment  5/ 6:	12.5071	10.5566	10.3402	12.7915	13.7897
Length   64, n  128, alignment  0/ 0:	16.0883	12.9878	12.9129	14.9588	16.6367
Length  256, n  128, alignment  0/ 0:	14.791	10.3224	10.5782	14.1447	15.5973
Length   64, n  128, alignment  4/ 0:	16.0841	13.6517	13.547	15.9444	17.9985
Length  256, n  128, alignment  4/ 0:	15.0645	13.2983	12.2309	18.5754	15.7632
Length  128, n  256, alignment  0/ 0:	19.3988	16.3878	15.5376	23.3152	20.4489
Length  512, n  256, alignment  0/ 0:	18.1685	15.6266	14.9112	19.0274	20.3306
Length  128, n  256, alignment  3/ 2:	21.8166	17.5067	16.8953	23.9882	25.0716
Length  512, n  256, alignment  3/ 2:	23.1326	20.9564	21.0329	23.8355	24.7088
Length  256, n  512, alignment  0/ 0:	27.7324	28.7891	23.4282	28.955	29.2049
Length 1024, n  512, alignment  0/ 0:	29.2516	19.5701	20.228	30.3024	30.3587
Length  256, n  512, alignment  2/ 4:	30.1308	27.3504	26.0344	30.9286	30.8911
Length 1024, n  512, alignment  2/ 4:	31.3573	25.8904	26.6342	34.5466	32.063
Length  512, n 1024, alignment  0/ 0:	46.5677	29.9671	28.3416	43.9096	46.3512
Length 2048, n 1024, alignment  0/ 0:	49.7813	28.4242	30.2095	52.0109	49.9608
Length  512, n 1024, alignment  1/ 6:	55.9741	32.2121	29.6513	44.3686	56.127
Length 2048, n 1024, alignment  1/ 6:	55.0341	44.5771	37.5086	57.831	51.6838
