                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   32, n   64, alignment  3/ 2:	20.3579	11.2389	10.4251	12.6597	18.7285
Length   64, n   32, alignment  2/ 3:	10.4303	7.74382	7.74583	7.56194	10.6637
Length   16, n   16, alignment  6/ 6:	11.3179	7.74402	7.73462	6.32182	11.9718
Length   16, n   16, alignment  6/ 6:	11.0881	7.72667	7.57362	6.19807	11.9183
Length   16, n   16, alignment  6/ 4:	11.0987	7.68312	7.72677	6.32187	11.7417
Length   16, n   16, alignment  4/ 6:	11.3002	7.71701	7.53823	6.18841	11.9646
Length   64, n  128, alignment  2/ 4:	16.3972	14.1651	13.6005	15.8952	17.1282
Length  128, n   64, alignment  4/ 2:	13.7086	9.71197	10.5365	11.9023	12.802
Length   64, n  128, alignment  2/ 4:	16.5027	14.1559	13.8321	15.9077	17.4
Length  128, n   64, alignment  4/ 2:	13.0696	9.18435	10.362	11.8092	12.9909
Length   16, n   16, alignment  7/ 7:	11.5183	7.74408	7.73464	6.31512	11.8118
Length   16, n   16, alignment  7/ 7:	10.9907	7.66316	7.7547	6.2931	11.669
Length   16, n   16, alignment  7/ 6:	11.405	7.75383	7.7267	6.22785	11.7851
Length   16, n   16, alignment  6/ 7:	11.1603	7.67405	7.53823	6.16763	11.9209
Length  128, n  256, alignment  1/ 6:	21.6672	17.6746	17.0485	24.8448	21.2355
Length  256, n  128, alignment  6/ 1:	15.9643	13.5435	13.2264	19.6645	16.1487
Length  128, n  256, alignment  1/ 6:	21.803	17.7238	17.4697	25.0816	21.2836
Length  256, n  128, alignment  6/ 1:	16.0281	13.5847	13.2451	20.0263	16.379
Length    8, n   16, alignment  0/ 0:	14.5522	11.2391	10.4118	10.9649	14.7237
Length   32, n   16, alignment  0/ 0:	11.3774	6.95934	6.95904	6.33735	11.9214
Length    8, n   16, alignment  7/ 2:	14.5656	11.4786	11.7294	11.0703	14.7976
Length   32, n   16, alignment  7/ 2:	11.0732	7.68698	7.53828	6.16771	11.7877
Length   16, n   32, alignment  0/ 0:	14.2444	9.9477	9.85626	10.9723	14.5576
Length   64, n   32, alignment  0/ 0:	10.5969	7.74385	7.60085	6.22069	10.7943
Length   16, n   32, alignment  6/ 4:	14.5829	10.8018	10.7703	10.9717	15.0311
Length   64, n   32, alignment  6/ 4:	10.5454	7.66721	7.67218	6.40617	10.7963
Length   32, n   64, alignment  0/ 0:	14.7702	10.4103	10.5657	12.1939	15.4682
Length  128, n   64, alignment  0/ 0:	13.2069	8.31732	8.2237	9.44569	12.772
Length   32, n   64, alignment  5/ 6:	18.2087	11.8125	11.7525	13.1876	18.2637
Length  128, n   64, alignment  5/ 6:	13.1773	10.4243	10.2872	12.595	12.8401
Length   64, n  128, alignment  0/ 0:	16.0443	13.0556	12.756	14.8679	16.375
Length  256, n  128, alignment  0/ 0:	14.846	10.5402	9.99913	14.1363	15.6001
Length   64, n  128, alignment  4/ 0:	16.3482	13.6685	13.5004	16.0103	16.8717
Length  256, n  128, alignment  4/ 0:	15.3686	13.3595	12.2366	18.6338	15.6535
Length  128, n  256, alignment  0/ 0:	19.333	16.4219	15.7376	23.3122	18.5898
Length  512, n  256, alignment  0/ 0:	18.4195	15.6339	14.8851	18.5768	19.1651
Length  128, n  256, alignment  3/ 2:	21.9089	17.1435	16.9051	31.4857	21.151
Length  512, n  256, alignment  3/ 2:	23.3025	20.6363	20.3684	23.3954	23.536
Length  256, n  512, alignment  0/ 0:	27.1286	24.0285	23.5206	29.2904	26.9466
Length 1024, n  512, alignment  0/ 0:	29.3147	19.4667	20.031	29.851	29.6165
Length  256, n  512, alignment  2/ 4:	29.4878	27.2101	26.0109	30.779	29.4789
Length 1024, n  512, alignment  2/ 4:	31.3689	25.6725	26.8727	34.7388	31.5048
Length  512, n 1024, alignment  0/ 0:	44.9856	29.8232	27.9901	43.346	44.1446
Length 2048, n 1024, alignment  0/ 0:	47.0894	28.0572	29.8409	51.5097	47.4147
Length  512, n 1024, alignment  1/ 6:	54.6697	31.7571	29.5421	44.336	54.6383
Length 2048, n 1024, alignment  1/ 6:	50.0782	41.1916	36.3175	56.7983	51.1444
