                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length  256, n  128, alignment  6/ 1:	16.3097	13.9265	13.649	20.1951	18.0237
Length  128, n  256, alignment  1/ 6:	21.8481	18.1376	17.8511	25.7851	24.117
Length  256, n  128, alignment  6/ 1:	16.6956	14.2504	13.9118	20.684	18.6617
Length    8, n   16, alignment  0/ 0:	15.2402	12.2991	10.9546	11.833	16.3974
Length   32, n   16, alignment  0/ 0:	12.4515	7.46954	7.93369	6.65472	12.5964
Length    8, n   16, alignment  7/ 2:	16.4752	12.2053	12.8215	12.2141	16.7584
Length   32, n   16, alignment  7/ 2:	12.1448	8.13349	8.7083	6.69516	12.6656
Length   16, n   32, alignment  0/ 0:	15.3434	10.7656	11.1716	11.8905	16.3313
Length   64, n   32, alignment  0/ 0:	11.2157	8.2169	8.36054	6.65475	11.6526
Length   16, n   32, alignment  6/ 4:	16.2116	11.3411	11.6975	11.8306	16.6002
Length   64, n   32, alignment  6/ 4:	11.2071	8.78848	9.58081	7.13006	11.5286
Length   32, n   64, alignment  0/ 0:	15.8779	10.6366	11.6731	12.8055	18.8005
Length  128, n   64, alignment  0/ 0:	13.371	8.99352	9.35669	9.90578	13.483
Length   32, n   64, alignment  5/ 6:	19.3235	13.2559	13.5364	14.3478	18.9848
Length  128, n   64, alignment  5/ 6:	13.3405	11.4581	13.3738	14.1554	13.9193
Length   64, n  128, alignment  0/ 0:	17.4066	13.284	13.542	17.6833	18.2513
Length  256, n  128, alignment  0/ 0:	15.5688	10.9825	11.3632	20.8849	28.7215
Length   64, n  128, alignment  4/ 0:	26.6001	22.5087	17.7053	17.5203	19.4398
Length  256, n  128, alignment  4/ 0:	15.6643	13.9946	12.8714	21.575	16.7256
Length  128, n  256, alignment  0/ 0:	21.9783	17.008	17.4677	26.0799	21.5452
Length  512, n  256, alignment  0/ 0:	20.2823	16.4738	18.654	20.3156	21.1413
Length  128, n  256, alignment  3/ 2:	23.6939	19.8854	18.4653	25.4453	26.5621
Length  512, n  256, alignment  3/ 2:	27.3421	22.1886	22.2991	24.8277	27.5915
Length  256, n  512, alignment  0/ 0:	29.7101	26.2928	27.1252	31.6879	30.9669
Length 1024, n  512, alignment  0/ 0:	34.0537	20.9527	21.3197	32.7237	32.6784
Length  256, n  512, alignment  2/ 4:	31.9073	30.0833	27.9825	33.5101	34.7357
Length 1024, n  512, alignment  2/ 4:	34.5192	28.9542	29.1695	37.2565	36.2687
Length  512, n 1024, alignment  0/ 0:	49.3564	33.7041	30.864	47.9134	51.0327
Length 2048, n 1024, alignment  0/ 0:	53.3512	30.4881	31.3242	57.7992	55.3491
Length  512, n 1024, alignment  1/ 6:	61.0752	38.1496	33.5196	51.9597	62.6951
Length 2048, n 1024, alignment  1/ 6:	59.5022	47.2545	40.1807	64.3176	57.1642
