                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  5/ 5:	11.3856	7.75755	7.7126	6.17879	11.8041
Length   16, n   16, alignment  5/ 5:	11.4108	7.7488	7.89972	6.33582	11.891
Length   16, n   16, alignment  5/ 2:	11.0686	7.88742	7.70227	6.20834	11.843
Length   16, n   16, alignment  2/ 5:	11.3141	7.74262	7.89708	6.32181	11.8219
Length   32, n   64, alignment  3/ 2:	18.8287	9.98228	10.3173	12.6886	18.6598
Length   64, n   32, alignment  2/ 3:	10.3994	7.73239	7.7269	7.4985	10.6418
Length   32, n   64, alignment  3/ 2:	19.2722	10.3018	10.542	12.8441	19.1034
Length   64, n   32, alignment  2/ 3:	10.5324	7.72675	7.65759	7.46271	10.8378
Length   16, n   16, alignment  6/ 6:	11.511	7.74411	7.72714	6.34112	12.018
Length   16, n   16, alignment  6/ 6:	11.2511	7.67286	7.74426	6.23734	11.6722
Length   16, n   16, alignment  6/ 4:	11.2959	7.74861	7.7513	6.32182	11.8233
Length   16, n   16, alignment  4/ 6:	11.18	7.74885	7.75072	6.32184	11.87
Length   64, n  128, alignment  2/ 4:	16.3038	14.075	13.9212	15.6203	16.865
Length  128, n   64, alignment  4/ 2:	12.6669	9.14754	10.4142	11.7684	13.3852
Length   64, n  128, alignment  2/ 4:	16.6835	14.1915	14.054	16.1163	16.6414
Length  128, n   64, alignment  4/ 2:	12.8522	10.1011	10.4649	11.6112	12.7502
Length   16, n   16, alignment  7/ 7:	11.4655	7.74371	7.72693	6.32729	11.9203
Length   16, n   16, alignment  7/ 7:	11.2745	7.71265	7.5431	6.1677	12.0619
Length   16, n   16, alignment  7/ 6:	11.0431	7.53827	7.67421	6.32189	11.7864
Length   16, n   16, alignment  6/ 7:	11.3256	7.74404	8.76427	6.16765	11.7704
Length  128, n  256, alignment  1/ 6:	21.9455	17.5165	17.2825	24.6754	26.3879
Length  256, n  128, alignment  6/ 1:	15.471	13.343	13.2027	19.712	15.7728
Length  128, n  256, alignment  1/ 6:	21.9094	17.7032	17.3489	24.9703	21.8049
Length  256, n  128, alignment  6/ 1:	15.6873	13.5487	13.2456	19.676	15.918
Length    8, n   16, alignment  0/ 0:	14.46	11.2637	10.4129	11.2027	14.7177
Length   32, n   16, alignment  0/ 0:	11.3539	6.95054	6.92011	6.18098	11.9369
Length    8, n   16, alignment  7/ 2:	14.5138	11.4655	11.4218	10.974	14.9374
Length   32, n   16, alignment  7/ 2:	11.4429	7.74929	7.72279	6.16764	11.6686
Length   16, n   32, alignment  0/ 0:	14.5797	9.82735	9.79663	10.9701	14.6013
Length   64, n   32, alignment  0/ 0:	10.3951	7.7505	7.54337	6.16779	10.5974
Length   16, n   32, alignment  6/ 4:	14.8379	10.9145	10.7992	10.9794	15.0613
Length   64, n   32, alignment  6/ 4:	10.6007	7.76221	7.7455	6.44839	10.6757
Length   32, n   64, alignment  0/ 0:	15.0524	10.4509	10.5368	12.1063	15.1526
Length  128, n   64, alignment  0/ 0:	12.0021	8.44581	8.43612	9.47277	12.7141
Length   32, n   64, alignment  5/ 6:	17.6088	11.785	11.8081	13.1935	17.923
Length  128, n   64, alignment  5/ 6:	12.6133	10.5561	10.5681	12.6039	12.9213
Length   64, n  128, alignment  0/ 0:	16.0217	13.4573	12.86	14.7892	16.9421
Length  256, n  128, alignment  0/ 0:	14.5336	10.3231	9.89169	14.1683	15.6907
Length   64, n  128, alignment  4/ 0:	16.0195	13.6552	13.471	16.0741	16.7247
Length  256, n  128, alignment  4/ 0:	15.61	13.3018	12.2398	18.6348	15.587
Length  128, n  256, alignment  0/ 0:	19.7126	16.0736	15.5498	23.4441	19.1959
Length  512, n  256, alignment  0/ 0:	18.484	15.6492	14.8842	18.8475	18.2253
Length  128, n  256, alignment  3/ 2:	22.2295	17.336	16.9099	23.589	21.8662
Length  512, n  256, alignment  3/ 2:	23.7868	20.8522	20.4941	23.3976	23.1713
Length  256, n  512, alignment  0/ 0:	27.527	23.9874	23.5188	28.741	26.9631
Length 1024, n  512, alignment  0/ 0:	29.6945	19.4468	19.7638	29.7654	30.4159
Length  256, n  512, alignment  2/ 4:	29.5654	27.3418	25.971	30.5295	29.739
Length 1024, n  512, alignment  2/ 4:	31.3736	25.7577	27.1462	34.6433	31.5687
Length  512, n 1024, alignment  0/ 0:	45.0595	29.4351	28.1231	59.186	43.8336
Length 2048, n 1024, alignment  0/ 0:	47.1068	28.3494	29.7274	52.3616	47.7711
Length  512, n 1024, alignment  1/ 6:	54.7213	32.1062	29.3598	44.4133	54.7534
Length 2048, n 1024, alignment  1/ 6:	49.8922	41.0286	36.2365	56.6531	51.7353
