                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   32, alignment  4/ 0:	14.4832	10.6876	10.5101	10.9648	14.8448
Length   32, n   16, alignment  0/ 4:	11.2228	6.88154	7.0298	6.21288	11.6728
Length   16, n   16, alignment  5/ 5:	11.3664	7.62734	7.53837	6.16766	11.8386
Length   16, n   16, alignment  5/ 5:	11.371	7.56601	7.53828	6.27487	11.9459
Length   16, n   16, alignment  5/ 2:	11.0943	7.68335	7.53828	6.18393	12.1301
Length   16, n   16, alignment  2/ 5:	11.2892	7.65593	7.68217	6.19202	11.971
Length   32, n   64, alignment  3/ 2:	18.124	10.6038	11.9151	12.5862	18.5155
Length   64, n   32, alignment  2/ 3:	10.3804	7.76581	7.74797	7.64477	10.8069
Length   32, n   64, alignment  3/ 2:	18.3975	11.2213	11.6502	12.5815	18.6345
Length   64, n   32, alignment  2/ 3:	10.3932	7.74913	7.61744	7.47722	10.6066
Length   16, n   16, alignment  6/ 6:	11.5849	7.72674	7.69238	6.17257	11.7836
Length   16, n   16, alignment  6/ 6:	11.1439	7.76834	7.62656	6.32914	11.6609
Length   16, n   16, alignment  6/ 4:	11.3833	7.72668	7.74423	6.32685	12.0236
Length   16, n   16, alignment  4/ 6:	11.0525	7.77769	8.0061	6.21482	11.65
Length   64, n  128, alignment  2/ 4:	16.342	14.1886	13.8103	15.9845	22.9663
Length  128, n   64, alignment  4/ 2:	12.5561	9.63032	10.5991	11.6616	12.6838
Length   64, n  128, alignment  2/ 4:	16.4738	14.2946	14.0604	16.2257	17.6133
Length  128, n   64, alignment  4/ 2:	13.9968	9.65556	10.5074	11.6689	12.953
Length   16, n   16, alignment  7/ 7:	11.4974	7.59444	7.74613	6.18612	11.674
Length   16, n   16, alignment  7/ 7:	11.2543	7.76454	7.73223	6.27854	11.6561
Length   16, n   16, alignment  7/ 6:	11.3501	7.71224	7.62498	6.32191	11.8101
Length   16, n   16, alignment  6/ 7:	11.3632	7.73233	7.6144	6.22323	11.9299
Length  128, n  256, alignment  1/ 6:	21.8294	17.4626	17.2923	26.3713	21.5952
Length  256, n  128, alignment  6/ 1:	16.0595	13.5447	13.2112	19.7078	16.1217
Length  128, n  256, alignment  1/ 6:	21.3989	17.9825	17.45	24.9948	20.9042
Length  256, n  128, alignment  6/ 1:	15.9818	13.4994	13.2502	19.6972	15.8762
Length    8, n   16, alignment  0/ 0:	14.5701	11.1732	10.1405	10.9998	14.7918
Length   32, n   16, alignment  0/ 0:	11.2311	6.93363	6.85312	6.16762	11.9366
Length    8, n   16, alignment  7/ 2:	14.2501	11.6129	11.4235	10.9697	14.987
Length   32, n   16, alignment  7/ 2:	11.3114	7.56592	7.66542	6.3218	11.8704
Length   16, n   32, alignment  0/ 0:	14.1946	9.82714	9.84993	10.971	14.8875
Length   64, n   32, alignment  0/ 0:	10.5122	7.61431	7.54332	6.16796	10.6767
Length   16, n   32, alignment  6/ 4:	14.6209	10.788	10.7677	11.0801	14.9424
Length   64, n   32, alignment  6/ 4:	10.3531	7.72675	7.73177	6.48756	10.6057
Length   32, n   64, alignment  0/ 0:	14.9612	10.5588	10.5367	12.0408	15.1879
Length  128, n   64, alignment  0/ 0:	12.9248	8.44536	8.43446	9.26982	12.7739
Length   32, n   64, alignment  5/ 6:	18.5604	11.7702	11.7795	13.2559	17.9391
Length  128, n   64, alignment  5/ 6:	12.8814	10.4463	10.2886	12.5631	12.65
Length   64, n  128, alignment  0/ 0:	15.8425	13.1753	12.8814	14.8169	16.4534
Length  256, n  128, alignment  0/ 0:	14.7966	10.2209	10.3979	14.1075	15.5799
Length   64, n  128, alignment  4/ 0:	15.9652	13.6708	13.478	16.469	16.4373
Length  256, n  128, alignment  4/ 0:	15.4195	13.3308	12.2167	18.6016	15.7128
Length  128, n  256, alignment  0/ 0:	18.9497	16.0892	15.5568	23.4676	19.9155
Length  512, n  256, alignment  0/ 0:	19.1241	15.6727	14.8743	18.9468	18.1718
Length  128, n  256, alignment  3/ 2:	22.1251	17.1751	16.9283	24.005	22.5055
Length  512, n  256, alignment  3/ 2:	23.7643	20.9574	20.6369	23.3676	23.7319
Length  256, n  512, alignment  0/ 0:	27.5816	24.0054	23.3944	29.1602	27.4513
Length 1024, n  512, alignment  0/ 0:	29.3957	19.4933	19.7732	29.8447	29.6864
Length  256, n  512, alignment  2/ 4:	29.5921	26.6767	25.9539	30.8405	29.6951
Length 1024, n  512, alignment  2/ 4:	31.3868	25.722	26.6789	34.919	31.4804
Length  512, n 1024, alignment  0/ 0:	44.9839	29.3815	28.1302	43.181	44.1556
Length 2048, n 1024, alignment  0/ 0:	47.2683	28.296	29.7994	52.0055	48.2569
Length  512, n 1024, alignment  1/ 6:	54.7118	32.1457	29.4743	52.495	54.0306
Length 2048, n 1024, alignment  1/ 6:	50.1542	41.2424	36.3518	56.0298	50.4549
