                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   64, n  128, alignment  2/ 4:	17.3523	14.1467	13.8408	16.1257	16.8311
Length  128, n   64, alignment  4/ 2:	12.4232	10.4825	10.4493	11.6161	12.7569
Length   16, n   16, alignment  7/ 7:	11.4596	7.74989	7.66345	6.16764	11.6633
Length   16, n   16, alignment  7/ 7:	11.5596	7.60583	7.72671	6.18606	11.6916
Length   16, n   16, alignment  7/ 6:	11.5268	7.73212	7.69727	6.16769	11.6755
Length   16, n   16, alignment  6/ 7:	11.1391	7.67037	7.56602	6.16764	11.6745
Length  128, n  256, alignment  1/ 6:	22.0992	17.5098	17.2285	24.7793	20.8575
Length  256, n  128, alignment  6/ 1:	15.7501	13.4496	13.2005	19.701	16.0495
Length  128, n  256, alignment  1/ 6:	22.1709	17.6922	17.2997	24.4809	20.9399
Length  256, n  128, alignment  6/ 1:	15.4851	13.4988	13.2067	19.6673	16.0451
Length    8, n   16, alignment  0/ 0:	14.5979	11.239	10.403	11.2412	14.6197
Length   32, n   16, alignment  0/ 0:	11.2807	6.86657	6.85381	6.16827	12.0552
Length    8, n   16, alignment  7/ 2:	14.4087	11.6459	11.5628	10.965	14.8536
Length   32, n   16, alignment  7/ 2:	11.3818	7.54287	7.53824	6.16772	11.8209
Length   16, n   32, alignment  0/ 0:	14.2589	9.90471	9.91236	10.9727	14.6913
Length   64, n   32, alignment  0/ 0:	10.2589	7.53835	7.54371	6.16857	10.5497
Length   16, n   32, alignment  6/ 4:	14.5406	10.7688	10.6553	10.9735	14.8836
Length   64, n   32, alignment  6/ 4:	10.2917	7.53824	7.5651	6.39225	10.547
Length   32, n   64, alignment  0/ 0:	16.1559	10.3161	10.5468	12.03	15.2531
Length  128, n   64, alignment  0/ 0:	12.5984	8.22403	8.37866	9.72822	12.5728
Length   32, n   64, alignment  5/ 6:	17.0891	11.4874	11.7064	13.2411	16.6138
Length  128, n   64, alignment  5/ 6:	12.4674	10.5364	10.67	12.507	12.7874
Length   64, n  128, alignment  0/ 0:	15.9136	13.3209	13.2181	15.0023	16.3384
Length  256, n  128, alignment  0/ 0:	15.0033	10.5047	10.5404	14.114	15.5675
Length   64, n  128, alignment  4/ 0:	16.0791	13.6795	15.5676	16.1757	16.4294
Length  256, n  128, alignment  4/ 0:	14.7941	13.3474	12.2441	18.5795	15.7193
Length  128, n  256, alignment  0/ 0:	19.7435	16.0486	15.6162	23.2741	18.7233
Length  512, n  256, alignment  0/ 0:	18.5802	15.5979	14.9026	18.8577	19.222
Length  128, n  256, alignment  3/ 2:	21.8939	17.1422	16.9296	23.5943	22.091
Length  512, n  256, alignment  3/ 2:	23.3297	20.8723	20.6361	23.2781	23.8671
Length  256, n  512, alignment  0/ 0:	26.7296	24.0283	23.6047	28.6058	27.5876
Length 1024, n  512, alignment  0/ 0:	29.287	19.4439	19.7082	29.6204	29.3958
Length  256, n  512, alignment  2/ 4:	29.7836	26.9027	25.9582	30.5062	29.1165
Length 1024, n  512, alignment  2/ 4:	31.2967	25.7956	26.7051	35.2882	31.5297
Length  512, n 1024, alignment  0/ 0:	44.7013	29.5152	27.8757	43.184	44.1186
Length 2048, n 1024, alignment  0/ 0:	46.9366	28.3714	29.5563	51.9769	47.3015
Length  512, n 1024, alignment  1/ 6:	54.5287	32.0178	29.3414	44.2538	54.9961
Length 2048, n 1024, alignment  1/ 6:	49.0951	41.368	36.1658	56.6879	51.2392
