                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  7/ 7:	11.6674	7.5775	7.68568	6.17224	11.7709
Length   16, n   16, alignment  7/ 6:	11.439	7.70031	7.54313	6.19683	11.8839
Length   16, n   16, alignment  6/ 7:	11.0421	7.53828	7.72167	6.30077	11.7752
Length  128, n  256, alignment  1/ 6:	21.5511	17.4192	17.2281	24.9341	21.7811
Length  256, n  128, alignment  6/ 1:	15.711	13.5695	13.2259	19.6788	15.9391
Length  128, n  256, alignment  1/ 6:	22.1095	17.3143	17.153	25.0351	21.7558
Length  256, n  128, alignment  6/ 1:	15.632	13.5505	13.2474	19.6856	15.9296
Length    8, n   16, alignment  0/ 0:	14.366	11.2441	10.4113	10.9854	14.5721
Length   32, n   16, alignment  0/ 0:	11.1773	6.85347	6.85306	6.17243	11.9669
Length    8, n   16, alignment  7/ 2:	14.2046	11.5952	11.4593	10.9695	14.8183
Length   32, n   16, alignment  7/ 2:	11.2317	7.53823	7.53823	6.17205	11.8562
Length   16, n   32, alignment  0/ 0:	14.1209	9.68779	9.72796	10.9648	14.6515
Length   64, n   32, alignment  0/ 0:	10.3278	7.55506	7.68542	6.20237	10.7518
Length   16, n   32, alignment  6/ 4:	14.4938	10.7776	10.593	10.9649	14.9707
Length   64, n   32, alignment  6/ 4:	12.2971	7.55527	7.53832	6.45268	10.516
Length   32, n   64, alignment  0/ 0:	14.8026	10.5245	11.1664	12.342	15.2227
Length  128, n   64, alignment  0/ 0:	12.8754	8.37078	8.42936	9.36932	12.4644
Length   32, n   64, alignment  5/ 6:	17.1156	11.671	11.6534	13.2326	16.8833
Length  128, n   64, alignment  5/ 6:	12.6896	10.5614	10.3846	12.6034	12.7441
Length   64, n  128, alignment  0/ 0:	15.9788	12.9104	12.6224	14.4298	16.5225
Length  256, n  128, alignment  0/ 0:	15.2188	10.0677	10.5444	14.1358	16.389
Length   64, n  128, alignment  4/ 0:	15.8699	13.6379	13.4673	15.757	16.5088
Length  256, n  128, alignment  4/ 0:	16.2664	13.3241	12.1293	18.576	15.577
Length  128, n  256, alignment  0/ 0:	19.1151	16.0859	15.5101	22.7596	18.7233
Length  512, n  256, alignment  0/ 0:	19.0618	15.653	14.9441	18.7124	18.3337
Length  128, n  256, alignment  3/ 2:	21.5287	17.1598	16.6894	23.9731	21.9475
Length  512, n  256, alignment  3/ 2:	23.8113	20.4448	20.6066	22.8987	23.6332
Length  256, n  512, alignment  0/ 0:	27.3357	24.0148	23.2528	28.8658	27.5064
Length 1024, n  512, alignment  0/ 0:	29.1977	19.4765	19.7987	29.8018	29.4511
Length  256, n  512, alignment  2/ 4:	29.639	26.6475	25.8179	30.1289	29.8503
Length 1024, n  512, alignment  2/ 4:	31.6594	25.8107	26.6885	34.2931	31.1569
Length  512, n 1024, alignment  0/ 0:	45.3016	29.8197	28.4624	42.7585	44.4766
Length 2048, n 1024, alignment  0/ 0:	51.529	27.748	29.372	51.9923	51.7794
Length  512, n 1024, alignment  1/ 6:	54.3468	31.8826	29.5731	43.6541	54.4225
Length 2048, n 1024, alignment  1/ 6:	53.0857	40.3343	36.4572	56.8442	54.8287
