                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   64, n   32, alignment  2/ 3:	23.3813	7.11649	7.18779	7.19369	23.4892
Length   16, n   16, alignment  6/ 6:	23.1281	7.10623	7.15114	6.55624	23.4374
Length   16, n   16, alignment  6/ 6:	22.8673	7.06561	7.18763	6.6033	23.6557
Length   16, n   16, alignment  6/ 4:	23.0426	7.05121	7.19258	6.67142	23.4922
Length   16, n   16, alignment  4/ 6:	22.8665	7.18763	7.192	6.61368	23.52
Length   64, n  128, alignment  2/ 4:	26.4579	21.0249	21.522	20.8648	22.5948
Length  128, n   64, alignment  4/ 2:	12.4084	10.2763	10.2163	12.0502	12.6898
Length   64, n  128, alignment  2/ 4:	27.7512	21.7525	22.2462	20.8713	22.6176
Length  128, n   64, alignment  4/ 2:	12.392	9.9575	10.1678	12.3277	12.5187
Length   16, n   16, alignment  7/ 7:	24.4811	7.364	7.3588	6.73197	23.9641
Length   16, n   16, alignment  7/ 7:	23.11	7.02427	7.15326	6.59932	23.6147
Length   16, n   16, alignment  7/ 6:	22.8721	7.15455	7.1877	6.60335	23.5555
Length   16, n   16, alignment  6/ 7:	22.9955	7.02427	7.14986	6.66588	23.4216
Length  128, n  256, alignment  1/ 6:	29.5079	20.3909	21.0057	26.2023	28.0609
Length  256, n  128, alignment  6/ 1:	15.5288	14.6983	14.9197	20.0615	16.171
Length  128, n  256, alignment  1/ 6:	30.473	20.8878	21.607	26.4898	28.2725
Length  256, n  128, alignment  6/ 1:	15.3491	14.7043	14.7036	20.4405	16.0922
Length    8, n   16, alignment  0/ 0:	30.7254	24.1711	24.2906	10.7272	28.5085
Length   32, n   16, alignment  0/ 0:	22.5625	6.38582	6.53939	6.53419	23.1234
Length    8, n   16, alignment  7/ 2:	25.8402	23.7833	24.142	10.6817	25.2418
Length   32, n   16, alignment  7/ 2:	22.6842	7.16171	7.19231	6.53417	23.398
Length   16, n   32, alignment  0/ 0:	25.2247	22.2734	22.1741	10.7532	27.7126
Length   64, n   32, alignment  0/ 0:	22.7327	7.09046	7.13911	6.62622	23.3127
Length   16, n   32, alignment  6/ 4:	29.0268	22.1035	22.1293	10.6741	24.9746
Length   64, n   32, alignment  6/ 4:	22.9354	7.02427	7.13515	6.61806	23.3158
Length   32, n   64, alignment  0/ 0:	23.9411	10.693	10.8134	18.9198	22.8509
Length  128, n   64, alignment  0/ 0:	12.0418	8.03417	8.21097	10.0739	11.6553
Length   32, n   64, alignment  5/ 6:	30.6648	11.9773	11.9668	19.7467	29.6313
Length  128, n   64, alignment  5/ 6:	11.7307	10.1507	10.0921	13.4311	12.8345
Length   64, n  128, alignment  0/ 0:	24.3011	20.781	20.8407	20.3147	22.1977
Length  256, n  128, alignment  0/ 0:	14.476	11.5468	10.9955	14.4776	15.2435
Length   64, n  128, alignment  4/ 0:	24.2569	22.1869	22.356	20.3357	22.9594
Length  256, n  128, alignment  4/ 0:	14.1976	14.7219	14.5149	19.225	14.8203
Length  128, n  256, alignment  0/ 0:	26.0784	22.4735	22.9604	25.7147	25.8473
Length  512, n  256, alignment  0/ 0:	17.9028	16.7482	16.4595	19.8186	18.7442
Length  128, n  256, alignment  3/ 2:	30.381	22.0228	22.9073	25.6021	27.9164
Length  512, n  256, alignment  3/ 2:	23.8959	21.55	21.8949	23.75	24.1709
Length  256, n  512, alignment  0/ 0:	37.6451	25.8286	25.4082	33.1666	35.6544
Length 1024, n  512, alignment  0/ 0:	28.8764	20.6144	20.8573	29.5099	30.8459
Length  256, n  512, alignment  2/ 4:	42.3043	28.7328	27.8555	33.5133	40.5668
Length 1024, n  512, alignment  2/ 4:	30.8868	26.4694	28.1235	35.454	31.7821
Length  512, n 1024, alignment  0/ 0:	47.9943	34.2963	32.2703	48.4941	47.4492
Length 2048, n 1024, alignment  0/ 0:	52.4008	28.5873	30.3194	56.5998	51.4403
Length  512, n 1024, alignment  1/ 6:	56.6536	36.7141	33.6986	52.0519	57.2447
Length 2048, n 1024, alignment  1/ 6:	53.3132	41.1365	37.6813	59.21	54.3717
